flight_id,route,date,aircraft,capacity,base_price
FL15609,CHI-MIA,2023-06-05,A320,180,223.42
FL15610,NYC-LAX,2023-08-20,A321,220,437.89
FL15611,NYC-LAX,2023-09-15,B737,150,422.71
FL15612,NYC-CHI,2023-09-02,A321,150,309.7
FL15613,NYC-CHI,2023-05-27,B737,150,236.53
FL15614,NYC-BOS,2023-01-30,A320,150,243.46
FL15615,NYC-BOS,2023-01-03,B737,150,219.59
FL15616,CHI-MIA,2023-09-22,A321,150,204.28
FL15617,LAX-SF,2023-07-26,B737,220,240.17
FL15618,NYC-BOS,2023-05-09,A321,180,259.6
FL15619,NYC-LAX,2023-08-13,A320,220,435.68
FL15620,NYC-LAX,2023-04-04,A320,220,358.98
FL15621,NYC-CHI,2023-05-04,B737,180,354.35
FL15622,CHI-MIA,2023-09-18,A321,150,284.95
FL15623,NYC-CHI,2023-02-05,A320,180,386.22
FL15624,CHI-MIA,2023-11-28,A321,180,281.51
FL15625,NYC-LAX,2023-07-24,A320,150,417.96
FL15626,NYC-BOS,2023-02-19,A320,220,274.64
FL15627,CHI-MIA,2023-12-08,A320,150,255.42
FL15628,CHI-MIA,2023-08-26,B737,150,217.06
FL15629,NYC-BOS,2023-09-18,A320,150,248.28
FL15630,CHI-MIA,2023-02-26,B737,220,284.16
FL15631,NYC-CHI,2023-06-07,B737,150,360.98
FL15632,NYC-BOS,2023-02-01,A320,220,255.09
FL15633,NYC-LAX,2023-01-04,B737,180,381.94
FL15634,NYC-CHI,2023-10-30,A321,180,241.12
FL15635,LAX-SF,2023-07-26,A321,180,183.04
FL15636,NYC-BOS,2023-07-28,A321,180,257.34
FL15637,NYC-CHI,2023-09-25,A321,220,261.21
FL15638,LAX-SF,2023-05-14,A321,180,293.63
FL15639,NYC-BOS,2023-05-26,A321,220,239.38
FL15640,NYC-BOS,2023-08-31,A320,180,310.52
FL15641,NYC-CHI,2023-01-16,A321,220,257.94
FL15642,NYC-LAX,2023-03-29,B737,220,440.78
FL15643,NYC-CHI,2023-11-25,B737,220,324.51
FL15644,NYC-LAX,2023-09-21,A321,220,418.76
FL15645,NYC-BOS,2023-07-23,A320,150,256.63
FL15646,NYC-LAX,2023-05-27,A321,150,452.7
FL15647,NYC-CHI,2023-12-04,B737,150,345.18
FL15648,NYC-BOS,2023-03-30,A320,150,224.4
FL15649,NYC-BOS,2023-12-26,B737,150,263.28
FL15650,LAX-SF,2023-06-01,A321,180,235.89
FL15651,NYC-BOS,2023-10-27,A321,150,270.61
FL15652,NYC-BOS,2023-06-07,A320,150,230.79
FL15653,CHI-MIA,2023-10-30,A320,150,271.34
FL15654,NYC-LAX,2023-05-05,A320,150,393.07
FL15655,NYC-CHI,2023-07-16,A320,150,298.08
FL15656,CHI-MIA,2023-05-05,A320,220,267.91
FL15657,NYC-LAX,2023-11-12,A321,150,394.22
FL15658,NYC-LAX,2023-10-24,B737,150,493.45
FL15659,NYC-LAX,2023-12-29,A320,150,417.14
FL15660,NYC-CHI,2023-10-30,B737,180,275.53
FL15661,CHI-MIA,2023-10-13,B737,180,307.12
FL15662,LAX-SF,2023-08-20,A321,220,228.23
FL15663,NYC-LAX,2023-03-04,A321,150,327.09
FL15664,NYC-BOS,2023-04-08,A320,220,225.64
FL15665,NYC-LAX,2023-12-04,B737,180,338.58
FL15666,LAX-SF,2023-03-02,A321,180,251.03
FL15667,CHI-MIA,2023-06-08,A321,150,231.86
FL15668,CHI-MIA,2023-10-02,A321,150,278.68
FL15669,NYC-BOS,2023-11-28,A321,220,236.7
FL15670,NYC-LAX,2023-10-07,B737,180,361.92
FL15671,NYC-LAX,2023-11-10,A320,220,446.32
FL15672,NYC-LAX,2023-07-27,B737,220,346.01
FL15673,NYC-CHI,2023-03-20,B737,180,270.62
FL15674,NYC-BOS,2023-09-23,A321,220,228.78
FL15675,NYC-LAX,2023-02-05,A321,150,392.15
FL15676,NYC-BOS,2023-11-12,A321,220,211.83
FL15677,LAX-SF,2023-07-07,B737,220,290.11
FL15678,NYC-BOS,2023-02-21,A320,150,241.33
FL15679,NYC-CHI,2023-04-24,B737,180,242.83
FL15680,LAX-SF,2023-02-01,B737,150,255.66
FL15681,NYC-CHI,2023-09-03,A320,150,277.5
FL15682,CHI-MIA,2023-10-01,A320,150,253.02
FL15683,LAX-SF,2023-01-25,A321,150,178.59
FL15684,LAX-SF,2023-04-02,A320,220,257.77
FL15685,LAX-SF,2023-05-04,A320,180,233.65
FL15686,NYC-BOS,2023-02-22,A321,150,230.93
FL15687,NYC-LAX,2023-03-02,B737,150,367.42
FL15688,NYC-LAX,2023-05-06,B737,150,418.73
FL15689,NYC-LAX,2023-04-07,B737,180,458.84
FL15690,NYC-LAX,2023-07-23,A321,180,397.59
FL15691,NYC-LAX,2023-09-17,A320,220,382.61
FL15692,CHI-MIA,2023-01-20,B737,220,180.42
FL15693,NYC-CHI,2023-03-03,A321,220,328.35
FL15694,NYC-LAX,2023-12-11,B737,220,357.1
FL15695,CHI-MIA,2023-03-31,A320,150,231.39
FL15696,NYC-BOS,2023-08-06,A321,220,261.98
FL15697,CHI-MIA,2023-07-10,A321,180,232.86
FL15698,CHI-MIA,2023-11-14,A320,220,264.19
FL15699,NYC-CHI,2023-05-10,B737,180,310.61
FL15700,CHI-MIA,2023-12-25,A321,150,270.29
FL15701,NYC-LAX,2023-09-26,B737,150,380.62
FL15702,CHI-MIA,2023-03-25,A320,220,203.08
FL15703,LAX-SF,2023-11-03,A320,180,218.24
FL15704,NYC-BOS,2023-04-20,B737,180,233.25
FL15705,NYC-BOS,2023-01-03,A320,180,266.51
FL15706,NYC-LAX,2023-11-06,A320,180,386.02
FL15707,NYC-BOS,2023-01-09,A321,150,296.1
FL15708,CHI-MIA,2023-02-19,B737,220,291.48
FL15709,LAX-SF,2023-04-13,A320,180,262.18
FL15710,NYC-CHI,2023-09-15,B737,180,295.09
FL15711,LAX-SF,2023-02-09,A321,220,219.84
FL15712,NYC-BOS,2023-02-05,A321,220,237.2
FL15713,CHI-MIA,2023-05-03,A321,150,287.87
FL15714,CHI-MIA,2023-01-06,B737,150,267.22
FL15715,LAX-SF,2023-03-22,B737,180,211.31
FL15716,NYC-CHI,2023-05-15,A320,220,308.29
FL15717,NYC-BOS,2023-11-29,A321,220,215.25
FL15718,LAX-SF,2023-03-31,B737,220,222.13
FL15719,NYC-CHI,2023-12-24,A321,180,372.21
FL15720,LAX-SF,2023-09-21,A321,220,311.54
FL15721,CHI-MIA,2023-12-07,B737,150,241.33
FL15722,LAX-SF,2023-08-28,B737,180,253.55
FL15723,CHI-MIA,2023-12-13,B737,150,206.12
FL15724,NYC-BOS,2023-07-19,A320,150,290.83
FL15725,NYC-CHI,2023-03-22,A320,180,309.25
FL15726,NYC-LAX,2023-07-20,A321,150,399.92
FL15727,NYC-CHI,2023-01-17,A321,180,251.21
FL15728,NYC-BOS,2023-04-23,B737,150,310.7
FL15729,NYC-LAX,2023-02-24,B737,150,374.12
FL15730,CHI-MIA,2023-07-19,A321,180,257.8
FL15731,NYC-BOS,2023-07-26,A321,150,255.54
FL15732,NYC-CHI,2023-11-14,A321,220,283.9
FL15733,NYC-BOS,2023-05-31,B737,220,231.64
FL15734,LAX-SF,2023-01-11,B737,220,219.66
FL15735,NYC-LAX,2023-02-08,B737,180,371.14
FL15736,NYC-LAX,2023-10-28,B737,180,364.3
FL15737,CHI-MIA,2023-11-19,A320,220,206.31
FL15738,CHI-MIA,2023-06-23,A321,150,201.88
FL15739,NYC-CHI,2023-07-06,B737,180,342.21
FL15740,NYC-CHI,2023-07-13,B737,220,345.54
FL15741,NYC-BOS,2023-08-22,A321,180,266.2
FL15742,NYC-BOS,2023-08-08,A321,220,265.87
FL15743,NYC-LAX,2023-12-08,B737,220,356.57
FL15744,LAX-SF,2023-03-20,A321,150,259.9
FL15745,NYC-BOS,2023-06-15,A320,180,226.94
FL15746,NYC-LAX,2023-07-12,B737,150,493.09
FL15747,CHI-MIA,2023-10-08,A320,180,265.44
FL15748,NYC-LAX,2023-08-29,A320,180,437.8
FL15749,NYC-BOS,2023-08-09,A320,150,246.16
FL15750,LAX-SF,2023-08-11,A321,220,278.8
FL15751,NYC-CHI,2023-12-19,B737,180,262.66
FL15752,NYC-CHI,2023-06-10,A320,220,231.02
FL15753,NYC-CHI,2023-02-14,B737,180,345.67
FL15754,LAX-SF,2023-05-02,A320,180,233.67
FL15755,CHI-MIA,2023-01-13,B737,220,304.11
FL15756,NYC-CHI,2023-07-12,A320,180,282.99
FL15757,NYC-LAX,2023-12-28,A320,220,420.19
FL15758,CHI-MIA,2023-04-11,B737,150,298.84
FL15759,NYC-CHI,2023-01-22,A320,180,312.35
FL15760,NYC-LAX,2023-09-24,A321,180,449.42
FL15761,LAX-SF,2023-10-31,A320,180,296.11
FL15762,LAX-SF,2023-11-16,A320,180,264.84
FL15763,CHI-MIA,2023-07-02,A320,180,231.47
FL15764,CHI-MIA,2023-08-19,A321,180,231.8
FL15765,CHI-MIA,2023-03-21,A320,180,249.55
FL15766,NYC-CHI,2023-06-30,A321,220,286.24
FL15767,NYC-CHI,2023-02-28,A321,180,294.27
FL15768,CHI-MIA,2023-08-25,A320,220,254.04
FL15769,NYC-LAX,2023-09-05,A321,180,402.34
FL15770,CHI-MIA,2023-02-07,B737,180,265.0
FL15771,CHI-MIA,2023-12-02,A321,220,261.93
FL15772,NYC-BOS,2023-09-19,A320,180,281.76
FL15773,NYC-LAX,2023-01-11,A321,220,338.97
FL15774,NYC-CHI,2023-03-21,A320,220,307.62
FL15775,NYC-BOS,2023-06-05,A320,180,223.78
FL15776,NYC-CHI,2023-12-22,A320,150,275.39
FL15777,NYC-CHI,2023-11-27,A321,180,305.33
FL15778,NYC-BOS,2023-07-08,B737,220,284.45
FL15779,LAX-SF,2023-02-17,B737,180,284.36
FL15780,CHI-MIA,2023-04-08,A320,180,155.75
FL15781,CHI-MIA,2023-07-30,A320,180,262.59
FL15782,LAX-SF,2023-10-18,B737,180,237.94
FL15783,NYC-CHI,2023-12-01,A321,150,314.54
FL15784,LAX-SF,2023-07-12,B737,180,225.15
FL15785,NYC-CHI,2023-03-17,B737,220,291.01
FL15786,CHI-MIA,2023-05-25,A320,180,289.85
FL15787,CHI-MIA,2023-11-30,B737,180,224.11
FL15788,LAX-SF,2023-08-07,A321,220,243.58
FL15789,LAX-SF,2023-08-16,B737,150,288.48
FL15790,CHI-MIA,2023-12-20,A320,220,257.7
FL15791,LAX-SF,2023-11-13,A321,220,259.13
FL15792,NYC-LAX,2023-07-02,B737,220,395.48
FL15793,NYC-BOS,2023-10-05,B737,220,218.02
FL15794,NYC-LAX,2023-08-02,A321,150,332.89
FL15795,NYC-CHI,2023-09-09,B737,180,246.87
FL15796,LAX-SF,2023-07-02,A321,180,197.34
FL15797,NYC-BOS,2023-01-22,A321,220,271.02
FL15798,NYC-LAX,2023-06-20,B737,180,325.63
FL15799,NYC-CHI,2023-12-15,B737,150,354.16
FL15800,NYC-LAX,2023-10-30,B737,180,340.36
FL15801,NYC-CHI,2023-07-26,B737,180,319.0
FL15802,NYC-BOS,2023-08-06,A320,180,263.49
FL15803,LAX-SF,2023-09-19,A320,180,213.38
FL15804,LAX-SF,2023-09-27,A320,220,256.18
FL15805,LAX-SF,2023-08-11,B737,180,262.45
FL15806,LAX-SF,2023-07-16,A320,180,249.65
FL15807,NYC-CHI,2023-08-29,B737,150,334.92
FL15808,NYC-CHI,2023-03-30,A321,220,285.65
FL15809,CHI-MIA,2023-09-08,A320,220,216.66
FL15810,CHI-MIA,2023-02-01,B737,150,222.9
FL15811,NYC-BOS,2023-01-20,A320,180,226.41
FL15812,NYC-CHI,2023-11-11,A320,150,312.39
FL15813,NYC-BOS,2023-03-11,B737,180,239.84
FL15814,NYC-CHI,2023-01-27,A321,150,327.06
FL15815,NYC-LAX,2023-05-03,A320,150,386.35
FL15816,NYC-LAX,2023-05-02,B737,180,490.43
FL15817,LAX-SF,2023-01-06,B737,180,284.23
FL15818,NYC-BOS,2023-09-22,A321,150,197.22
FL15819,LAX-SF,2023-09-30,A320,220,267.22
FL15820,NYC-LAX,2023-06-12,A321,220,394.76
FL15821,LAX-SF,2023-10-13,A320,180,219.26
FL15822,CHI-MIA,2023-11-17,A320,180,219.98
FL15823,CHI-MIA,2023-12-11,B737,150,216.71
FL15824,CHI-MIA,2023-09-23,A321,150,226.48
FL15825,LAX-SF,2023-07-07,B737,180,226.9
FL15826,CHI-MIA,2023-01-30,A321,150,228.71
FL15827,NYC-LAX,2023-12-13,B737,220,422.95
FL15828,LAX-SF,2023-02-26,B737,180,262.18
FL15829,LAX-SF,2023-08-20,B737,220,260.38
FL15830,NYC-CHI,2023-09-30,A321,220,310.94
FL15831,LAX-SF,2023-12-11,A321,220,253.05
FL15832,LAX-SF,2023-12-29,A321,220,231.17
FL15833,LAX-SF,2023-05-06,A321,220,247.69
FL15834,NYC-LAX,2023-09-10,A321,220,428.48
FL15835,CHI-MIA,2023-12-18,A321,150,249.62
FL15836,NYC-LAX,2023-02-01,B737,220,366.76
FL15837,LAX-SF,2023-07-16,A321,180,264.56
FL15838,NYC-CHI,2023-01-16,A321,150,319.6
FL15839,NYC-BOS,2023-02-21,B737,150,224.65
FL15840,NYC-BOS,2023-03-09,A320,150,274.19
FL15841,CHI-MIA,2023-05-30,A320,220,223.04
FL15842,LAX-SF,2023-06-04,A321,220,250.29
FL15843,CHI-MIA,2023-07-04,A321,220,231.85
FL15844,NYC-BOS,2023-08-07,B737,150,238.88
FL15845,NYC-LAX,2023-04-27,A321,150,302.76
FL15846,NYC-CHI,2023-04-16,B737,180,374.22
FL15847,CHI-MIA,2023-05-27,B737,220,170.0
FL15848,LAX-SF,2023-06-21,A321,220,290.38
FL15849,NYC-LAX,2023-11-02,A321,150,378.79
FL15850,CHI-MIA,2023-01-27,A320,150,270.15
FL15851,NYC-CHI,2023-09-21,A320,220,249.24
FL15852,NYC-CHI,2023-10-31,B737,150,301.31
FL15853,CHI-MIA,2023-05-05,A320,150,258.67
FL15854,LAX-SF,2023-01-23,A321,180,220.53
FL15855,CHI-MIA,2023-07-22,A321,180,227.54
FL15856,CHI-MIA,2023-03-18,A320,180,256.28
FL15857,NYC-LAX,2023-07-02,A321,150,383.41
FL15858,CHI-MIA,2023-01-06,B737,150,222.82
FL15859,NYC-CHI,2023-08-10,B737,220,367.69
FL15860,NYC-BOS,2023-04-15,B737,150,267.13
FL15861,NYC-LAX,2023-03-02,A320,220,368.93
FL15862,NYC-BOS,2023-01-24,A320,220,236.43
FL15863,NYC-LAX,2023-02-23,A321,150,383.94
FL15864,NYC-LAX,2023-10-13,A321,150,420.66
FL15865,LAX-SF,2023-08-31,B737,150,274.29
FL15866,CHI-MIA,2023-01-24,A321,180,192.76
FL15867,NYC-LAX,2023-10-03,A321,180,438.14
FL15868,NYC-BOS,2023-04-07,A321,180,243.87
FL15869,LAX-SF,2023-09-12,B737,180,244.67
FL15870,NYC-BOS,2023-10-16,A321,180,262.03
FL15871,CHI-MIA,2023-10-23,A321,180,244.98
FL15872,NYC-CHI,2023-04-24,B737,150,307.75
FL15873,CHI-MIA,2023-03-13,A321,150,258.64
FL15874,LAX-SF,2023-08-30,A320,180,232.89
FL15875,NYC-LAX,2023-10-11,B737,150,470.16
FL15876,NYC-LAX,2023-01-26,A321,220,399.01
FL15877,NYC-BOS,2023-02-07,A320,220,245.56
FL15878,NYC-CHI,2023-08-07,A320,150,256.71
FL15879,NYC-CHI,2023-07-31,B737,220,220.25
FL15880,NYC-CHI,2023-11-13,A320,180,327.96
FL15881,LAX-SF,2023-01-15,A320,220,241.81
FL15882,NYC-LAX,2023-09-17,A320,220,457.66
FL15883,LAX-SF,2023-01-25,A320,180,259.37
FL15884,NYC-CHI,2023-12-01,A321,150,326.94
FL15885,NYC-LAX,2023-11-02,A321,150,420.82
FL15886,NYC-LAX,2023-04-28,B737,180,384.07
FL15887,NYC-BOS,2023-12-25,A321,150,243.07
FL15888,NYC-BOS,2023-08-20,B737,150,259.19
FL15889,NYC-LAX,2023-12-09,A321,220,370.32
FL15890,NYC-BOS,2023-05-11,A321,220,217.15
FL15891,LAX-SF,2023-12-06,A321,220,254.64
FL15892,NYC-BOS,2023-11-03,A321,220,241.61
FL15893,NYC-LAX,2023-10-16,A320,180,451.37
FL15894,NYC-BOS,2023-02-18,B737,180,248.69
FL15895,NYC-BOS,2023-07-09,B737,180,304.62
FL15896,NYC-CHI,2023-09-24,A320,180,291.82
FL15897,NYC-LAX,2023-02-24,A320,220,291.11
FL15898,NYC-LAX,2023-10-21,A321,180,379.72
FL15899,NYC-BOS,2023-07-21,A320,150,221.89
FL15900,NYC-BOS,2023-08-18,A320,220,263.11
FL15901,LAX-SF,2023-06-08,B737,180,205.41
FL15902,NYC-BOS,2023-04-14,A321,150,252.53
FL15903,NYC-LAX,2023-07-21,A320,220,421.59
FL15904,LAX-SF,2023-08-06,A321,180,254.63
FL15905,CHI-MIA,2023-08-28,A320,180,242.86
FL15906,NYC-LAX,2023-12-03,A320,150,369.11
FL15907,CHI-MIA,2023-04-08,A321,150,239.94
FL15908,NYC-LAX,2023-05-21,A321,220,352.08
FL15909,NYC-CHI,2023-01-20,B737,220,219.71
FL15910,NYC-BOS,2023-04-27,B737,180,300.99
FL15911,NYC-CHI,2023-02-20,A320,180,350.61
FL15912,NYC-CHI,2023-02-05,A320,180,320.98
FL15913,LAX-SF,2023-12-04,B737,180,223.35
FL15914,CHI-MIA,2023-06-12,A320,220,265.87
FL15915,NYC-BOS,2023-09-23,B737,180,261.55
FL15916,CHI-MIA,2023-01-17,A320,220,214.46
FL15917,NYC-LAX,2023-03-14,A320,220,390.81
FL15918,CHI-MIA,2023-01-01,A321,180,321.0
FL15919,NYC-BOS,2023-09-23,A320,220,230.48
FL15920,NYC-BOS,2023-12-22,B737,220,239.84
FL15921,LAX-SF,2023-06-13,B737,180,237.14
FL15922,NYC-LAX,2023-04-14,A320,150,339.48
FL15923,NYC-BOS,2023-05-07,B737,150,214.81
FL15924,CHI-MIA,2023-08-27,A321,180,242.46
FL15925,LAX-SF,2023-07-10,A320,220,208.52
FL15926,LAX-SF,2023-03-24,A320,150,263.61
FL15927,CHI-MIA,2023-08-30,A320,220,253.16
FL15928,LAX-SF,2023-11-05,A321,150,302.65
FL15929,LAX-SF,2023-07-24,B737,150,266.16
FL15930,NYC-BOS,2023-04-11,B737,150,255.57
FL15931,CHI-MIA,2023-08-10,B737,180,236.47
FL15932,NYC-CHI,2023-09-16,A321,220,406.43
FL15933,LAX-SF,2023-02-13,B737,150,215.72
FL15934,NYC-LAX,2023-03-12,A320,220,409.2
FL15935,LAX-SF,2023-06-07,B737,150,261.87
FL15936,CHI-MIA,2023-03-26,A321,180,291.64
FL15937,NYC-CHI,2023-08-14,A320,150,292.15
FL15938,LAX-SF,2023-12-04,A321,180,265.3
FL15939,NYC-LAX,2023-04-29,A320,150,417.75
FL15940,NYC-LAX,2023-02-03,B737,220,367.12
FL15941,LAX-SF,2023-10-12,A321,150,198.24
FL15942,LAX-SF,2023-12-30,A320,220,203.35
FL15943,LAX-SF,2023-03-22,B737,180,287.41
FL15944,LAX-SF,2023-06-04,A321,220,253.34
FL15945,NYC-LAX,2023-12-06,A320,180,409.39
FL15946,NYC-LAX,2023-04-11,B737,220,396.25
FL15947,NYC-CHI,2023-04-15,B737,220,326.15
FL15948,NYC-BOS,2023-05-20,A321,150,260.12
FL15949,CHI-MIA,2023-03-17,A320,220,242.51
FL15950,LAX-SF,2023-09-09,B737,150,243.68
FL15951,NYC-BOS,2023-04-29,A321,150,249.98
FL15952,NYC-BOS,2023-07-17,B737,180,255.71
FL15953,NYC-LAX,2023-08-09,A320,150,440.47
FL15954,CHI-MIA,2023-06-26,A320,220,233.13
FL15955,NYC-LAX,2023-09-25,B737,180,361.92
FL15956,NYC-CHI,2023-09-28,B737,220,298.84
FL15957,NYC-CHI,2023-12-07,A321,220,317.59
FL15958,NYC-LAX,2023-10-08,A320,150,453.61
FL15959,CHI-MIA,2023-02-23,A320,150,233.38
FL15960,LAX-SF,2023-01-19,A320,220,258.33
FL15961,NYC-LAX,2023-10-16,B737,180,354.89
FL15962,NYC-BOS,2023-08-26,A320,150,244.99
FL15963,NYC-BOS,2023-07-21,B737,180,249.69
FL15964,NYC-LAX,2023-02-08,A320,180,431.96
FL15965,NYC-BOS,2023-11-04,A321,220,210.31
FL15966,NYC-CHI,2023-07-13,A321,180,323.12
FL15967,NYC-LAX,2023-05-20,B737,150,342.78
FL15968,NYC-LAX,2023-01-23,B737,150,292.88
FL15969,NYC-BOS,2023-09-17,A320,180,285.06
FL15970,NYC-LAX,2023-09-04,A321,220,366.8
FL15971,LAX-SF,2023-05-29,B737,180,256.7
FL15972,NYC-LAX,2023-10-23,B737,180,349.65
FL15973,CHI-MIA,2023-07-16,A320,150,214.08
FL15974,NYC-LAX,2023-04-12,A321,180,392.42
FL15975,LAX-SF,2023-02-11,B737,150,306.07
FL15976,CHI-MIA,2023-10-27,A321,150,217.02
FL15977,NYC-LAX,2023-09-03,A321,220,447.58
FL15978,CHI-MIA,2023-02-15,A320,180,227.61
FL15979,LAX-SF,2023-10-09,B737,220,245.15
FL15980,LAX-SF,2023-08-04,A321,220,209.5
FL15981,CHI-MIA,2023-01-05,A321,220,282.69
FL15982,NYC-BOS,2023-07-09,A321,220,219.16
FL15983,NYC-BOS,2023-08-14,A320,150,256.95
FL15984,NYC-BOS,2023-04-22,A320,220,283.82
FL15985,CHI-MIA,2023-09-28,A321,220,266.67
FL15986,LAX-SF,2023-12-14,A321,220,272.99
FL15987,CHI-MIA,2023-03-09,B737,220,229.85
FL15988,LAX-SF,2023-11-04,A320,180,249.79
FL15989,NYC-CHI,2023-09-16,A320,180,289.4
FL15990,NYC-LAX,2023-03-13,B737,220,484.53
FL15991,CHI-MIA,2023-10-08,A320,220,232.67
FL15992,CHI-MIA,2023-03-13,A320,220,224.68
FL15993,NYC-CHI,2023-07-17,B737,150,248.7
FL15994,NYC-LAX,2023-04-28,A320,220,360.95
FL15995,NYC-LAX,2023-12-02,A320,220,486.26
FL15996,NYC-BOS,2023-01-16,A321,220,286.98
FL15997,NYC-BOS,2023-06-21,A321,150,208.23
FL15998,NYC-CHI,2023-09-15,A320,150,319.48
FL15999,NYC-CHI,2023-11-10,A321,150,269.95
FL16000,NYC-BOS,2023-06-13,A320,220,273.55
FL16001,NYC-BOS,2023-12-15,B737,150,239.52
FL16002,LAX-SF,2023-01-30,A320,220,219.51
FL16003,NYC-LAX,2023-11-16,A321,180,368.63
FL16004,NYC-BOS,2023-10-20,A320,180,211.02
FL16005,LAX-SF,2023-06-06,A320,180,239.04
FL16006,LAX-SF,2023-10-19,A321,180,255.58
FL16007,NYC-LAX,2023-06-09,B737,150,452.65
FL16008,NYC-CHI,2023-07-09,B737,180,315.0
FL16009,LAX-SF,2023-10-16,B737,150,238.95
FL16010,LAX-SF,2023-10-26,A321,180,248.03
FL16011,NYC-CHI,2023-04-30,B737,180,277.62
FL16012,LAX-SF,2023-09-20,A321,150,262.69
FL16013,NYC-LAX,2023-11-03,A320,150,387.83
FL16014,NYC-LAX,2023-05-28,A320,220,359.89
FL16015,NYC-LAX,2023-07-25,A320,180,405.33
FL16016,CHI-MIA,2023-07-28,A320,220,262.1
FL16017,LAX-SF,2023-11-05,B737,180,224.56
FL16018,LAX-SF,2023-06-02,B737,220,254.53
FL16019,NYC-CHI,2023-06-13,A321,180,274.29
FL16020,NYC-BOS,2023-12-28,A320,180,302.02
FL16021,CHI-MIA,2023-06-19,A320,150,210.44
FL16022,CHI-MIA,2023-01-14,B737,150,262.59
FL16023,NYC-BOS,2023-08-26,A321,150,185.79
FL16024,LAX-SF,2023-12-10,B737,180,309.27
FL16025,LAX-SF,2023-05-01,A320,150,199.03
FL16026,NYC-BOS,2023-09-14,A321,180,229.11
FL16027,LAX-SF,2023-12-13,B737,220,255.13
FL16028,LAX-SF,2023-01-03,B737,150,246.72
FL16029,CHI-MIA,2023-01-30,A321,220,217.26
FL16030,NYC-BOS,2023-03-05,A320,150,299.83
FL16031,LAX-SF,2023-09-11,B737,150,228.63
FL16032,NYC-CHI,2023-07-13,A320,180,386.51
FL16033,NYC-LAX,2023-09-05,B737,180,377.17
FL16034,NYC-CHI,2023-02-03,A320,220,405.08
FL16035,NYC-CHI,2023-08-04,A320,180,268.46
FL16036,NYC-CHI,2023-05-13,A320,150,230.09
FL16037,NYC-LAX,2023-03-30,A321,150,395.0
FL16038,NYC-CHI,2023-07-10,A321,150,349.44
FL16039,LAX-SF,2023-10-17,B737,180,266.35
FL16040,NYC-LAX,2023-07-21,A321,180,423.75
FL16041,NYC-BOS,2023-08-06,A321,180,211.78
FL16042,NYC-BOS,2023-12-03,A320,180,219.95
FL16043,CHI-MIA,2023-12-11,A320,220,212.38
FL16044,NYC-BOS,2023-11-12,A320,220,274.72
FL16045,NYC-LAX,2023-07-21,B737,150,402.9
FL16046,LAX-SF,2023-01-22,A320,150,296.53
FL16047,NYC-CHI,2023-02-09,A321,180,307.67
FL16048,NYC-BOS,2023-06-04,B737,220,284.33
FL16049,NYC-LAX,2023-04-30,B737,220,413.43
FL16050,NYC-LAX,2023-08-20,B737,180,330.91
FL16051,LAX-SF,2023-01-23,B737,220,310.05
FL16052,CHI-MIA,2023-09-12,B737,150,234.03
FL16053,NYC-CHI,2023-11-23,A320,220,322.44
FL16054,NYC-BOS,2023-06-06,A320,180,221.62
FL16055,NYC-CHI,2023-07-09,A320,180,331.78
FL16056,NYC-BOS,2023-10-09,B737,150,297.46
FL16057,NYC-BOS,2023-01-04,A320,150,219.17
FL16058,CHI-MIA,2023-02-02,B737,220,231.41
FL16059,NYC-BOS,2023-10-20,A320,150,244.33
FL16060,LAX-SF,2023-06-27,A321,150,229.4
FL16061,NYC-BOS,2023-11-18,A320,150,328.3
FL16062,NYC-LAX,2023-06-28,A321,150,450.29
FL16063,NYC-LAX,2023-01-07,B737,180,407.85
FL16064,NYC-BOS,2023-05-31,A320,180,250.24
FL16065,NYC-CHI,2023-01-28,A321,220,224.43
FL16066,LAX-SF,2023-07-15,B737,180,262.46
FL16067,NYC-LAX,2023-10-18,A321,220,495.9
FL16068,NYC-CHI,2023-01-26,B737,220,251.26
FL16069,NYC-LAX,2023-08-10,A320,180,409.52
FL16070,NYC-CHI,2023-01-01,A320,150,199.28
FL16071,NYC-CHI,2023-12-10,B737,150,292.34
FL16072,CHI-MIA,2023-01-21,B737,220,234.32
FL16073,NYC-CHI,2023-01-10,B737,150,263.19
FL16074,LAX-SF,2023-11-06,A321,220,265.72
FL16075,NYC-BOS,2023-09-07,B737,220,212.23
FL16076,NYC-CHI,2023-09-10,A321,220,294.36
FL16077,NYC-CHI,2023-05-24,A320,220,300.02
FL16078,NYC-BOS,2023-02-27,B737,150,251.87
FL16079,CHI-MIA,2023-02-24,B737,180,237.52
FL16080,CHI-MIA,2023-03-08,B737,150,240.87
FL16081,NYC-CHI,2023-04-17,A321,180,290.32
FL16082,CHI-MIA,2023-03-05,B737,180,251.85
FL16083,CHI-MIA,2023-02-27,B737,220,300.42
FL16084,NYC-LAX,2023-03-12,A320,180,310.96
FL16085,NYC-CHI,2023-03-20,A321,150,386.93
FL16086,CHI-MIA,2023-05-11,A320,220,302.84
FL16087,NYC-BOS,2023-11-06,A320,180,280.37
FL16088,NYC-CHI,2023-05-07,A321,180,230.07
FL16089,NYC-CHI,2023-08-18,A320,220,317.77
FL16090,LAX-SF,2023-05-21,A320,220,252.16
FL16091,NYC-BOS,2023-06-25,A321,150,273.16
FL16092,LAX-SF,2023-04-08,A320,220,275.06
FL16093,NYC-BOS,2023-12-15,A320,180,220.91
